OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
45,DZA037,<null>,Algeria,GL1Z Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Industrial,Helium,<null>,N,Y,2018,Million cubic meters,c,Assumed Active,Capacity is a combination of GL1Z and GL3Z Complexes.,DZA040,"Arzew, Oran Province",35.812462,-0.266932,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Helios S.p.A.,Sonatrach Valorisation Hydrocarbonés [51%],Helaps S.A. [49%],<null>,<null>,Oran,17,
46,DZA037,DZA37,Algeria,GL1Z Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Natural gas,Liquefied,N,Y,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,"Azrew, Oran Province",35.812462,-0.266932,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nationale de Raffinage de Pétrole S.p.A. (NAFTEC),<null>,<null>,<null>,<null>,Oran,17560,
47,DZA038,DZA38,Algeria,GL2K Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Natural gas,Liquefied,N,N,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,Skikda Province,36.877094,6.941839,A,Google Earth-10,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nationale de Raffinage de Pétrole S.p.A. (NAFTEC),<null>,<null>,<null>,<null>,Skikda,2992,
48,DZA039,DZA39,Algeria,GL2Z Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Natural gas,Liquefied,N,N,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,"Azrew, Oran Province",35.809789,-0.259899,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nationale de Raffinage de Pétrole S.p.A. (NAFTEC),<null>,<null>,<null>,<null>,Oran,17820,
49,DZA040,<null>,Algeria,GL3Z Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Industrial,Helium,<null>,N,Y,2018,Million cubic meters,c,Assumed Active,Capacity is a combination of GL1Z and GL3Z Complexes.,DZA037,"Arzew, Oran Province",35.804622,-0.241896,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Helios S.p.A.,Sonatrach Valorisation Hydrocarbonés [51%],Helaps S.A. [49%],<null>,<null>,Oran,17,
50,DZA040,DZA40,Algeria,GL3Z Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Natural gas,Liquefied,N,Y,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,"Azrew, Oran Province",35.804622,-0.241896,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Nationale de Raffinage de Pétrole S.p.A. (NAFTEC),<null>,<null>,<null>,<null>,Oran,5576,
51,DZA041,DZA41,Algeria,GNL2K Complex,Oil and Gas Refineries and (or) Petrochemical Complexes,Industrial,Helium,<null>,N,N,2018,Million cubic meters,c,Assumed Active,Capacity is a combination of GL1K and GNL2K Complexes.,DZA036,Skikda Province,36.881447,6.951787,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Helison Production S.p.A.,Linde AG [50%],Sonatrach S.p.A. [50%],<null>,<null>,Skikda,25,
52,DZA042,DZA42,Algeria,Guergour el Amri,Mines and Quarries,Industrial,Salt,"Crude, solar",N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of Bethioua, Oran Province; El Meghaier, El Oued Province; Guergour Lamri, Setif Province; Ouled Zouai, Oum El Bouaghi Province; Sidi Bouziane, Relizane Province.","DZA015, DZA026, DZA080, DZA109",Setif Province,35.992682,5.305294,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Enterprise Nationale d'Exploitation des Carrières de Sels,Industriels et Domestiques et Commercialisation des Sels (ENASEL) S.p.A. [100%],<null>,<null>,<null>,Sétif,400000,
53,DZA043,DZA43,Algeria,Hamra gasfield and other numerous gasfields,Oil and Gas Fields,Fuel,Natural gas,Crude,N,N,2018,Million cubic meters,c,Assumed Active,"Capacity is a combination of numerous gasfields, including Adrar, Hamra, Hassi R'Mel, and Sbaa. Location provided is for Hamra gasfield.","DZA047, DZA108, DZA110",<null>,31.844067,6.046013,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sonatrach S.p.A.,<null>,<null>,<null>,<null>,Ouargla,45000,
54,DZA044,DZA44,Algeria,Hassi Berkine oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,42-gallon barrels per day,<null>,Assumed Active,<null>,<null>,<null>,31.761582,6.022889,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sonatrach S.p.A.,Sonatrach S.p.A. [25%],Anadarko Petroleum Corp. [25%],Lasmo Oil Ltd. [25%],Maersk Olie og Gas AS [25%],Ouargla,285000,
55,DZA045,DZA45,Algeria,Hassi Messaoud North oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,42-gallon barrels per day,c,Assumed Active,"Capacity is a combination of about 50 oilfields, including Acheb; West, Amassak/Tin-Yaguene, Draa; Tamra, Edjeleh, El Borma, El Gassi; Gassi-Touil East, Guellala; Hassi Messaoud North and South; Ohanet North, Rhourde El Baguel; Tin-Fouye Tabankort, and Z","DZA001, DZA022, DZA023, DZA024, DZA035, DZA046, DZA078, DZA106, DZA113, DZA114, DZA117",<null>,31.960332,5.212021,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sonatrach S.p.A.,<null>,<null>,<null>,<null>,Ouargla,1700000,
56,DZA046,DZA46,Algeria,Hassi Messaoud South oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,42-gallon barrels per day,c,Assumed Active,"Capacity is a combination of about 50 oilfields, including Acheb; West, Amassak/Tin-Yaguene, Draa; Tamra, Edjeleh, El Borma, El Gassi; Gassi-Touil East, Guellala; Hassi Messaoud North and South; Ohanet North, Rhourde El Baguel; Tin-Fouye Tabankort, and Z","DZA001, DZA022, DZA023, DZA024, DZA035, DZA045, DZA078, DZA106, DZA113, DZA114, DZA117",<null>,30.87882,5.642757,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sonatrach S.p.A.,<null>,<null>,<null>,<null>,Ouargla,1700000,
57,DZA047,DZA47,Algeria,Hassi R'Mel gasfield and other numerous gasfields,Oil and Gas Fields,Fuel,Natural gas,Crude,N,N,2018,Million cubic meters,c,Assumed Active,"Capacity is a combination of numerous gasfields, including Adrar, Hamra, Hassi R'Mel, and Sbaa. Location provided is for Hassi R'Mel gasfield.","DZA043, DZA108, DZA110",<null>,32.937198,3.245215,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sonatrach S.p.A.,<null>,<null>,<null>,<null>,Laghouat,45000,
58,DZA048,DZA48,Algeria,Jebel Debbagh Mine,Mines and Quarries,Industrial,Clay,Kaolin,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Guelma Province,36.526252,7.342827,A,Google Earth-6,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Kaolins d'Algérie S.p.A. (SOALKA),Federal White Cement Ltd. [63%],Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [37%],<null>,<null>,Guelma,15000,
59,DZA049,DZA49,Algeria,Khanguet Mine,Mines and Quarries,Metal,Iron ore,<null>,N,N,2018,Thousand metric tons,g,Assumed Active,Capacity is in gross weight of ore.,<null>,Tebessa Province,35.395469,8.30407,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Mines de Fer d'Algérie S.p.A. (SOMIFER),<null>,<null>,<null>,<null>,Tébessa,50,
60,DZA050,DZA50,Algeria,Limestone quarries near  El Messaid,Mines and Quarries,Industrial,Stone,Unspecified,N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of limestone quarries near Beni Saf and El Messaid.,DZA051,El Messaid,35.546246,-1.113285,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Bentonites d'Algérie S.p.A. (BENTAL),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Aïn Témouchent,12000,
61,DZA051,DZA51,Algeria,Limestone quarries near Beni Saf,Mines and Quarries,Industrial,Stone,Unspecified,N,N,2018,Metric tons,c,Assumed Active,Capacity is a combination of limestone quarries near Beni Saf and El Messaid. Location provided is for one mine in the specified area of study.,DZA050,Near Beni Saf,35.257917,-1.340507,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Bentonites d'Algérie S.p.A. (BENTAL),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Aïn Témouchent,12000,
62,DZA052,DZA52,Algeria,Maghnia Mine,Mines and Quarries,Industrial,Clay,Bentonite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Maghnia,36.622894,3.462236,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Bentonites d'Algérie S.p.A. (BENTAL),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Boumerdès,16000,
63,DZA053,DZA53,Algeria,Mellal Mine,Mines and Quarries,Industrial,Barite,<null>,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Tlemcen Province,34.65877,-1.563164,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Mines de Baryte d'Algérie S.p.A. (SOMIBAR),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Tlemcen,-999,
64,DZA054,DZA54,Algeria,Mers El Hadjadj,Mineral Processing Plants,Fertilizer,Nitrogen,Ammonia,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Oran Province,35.79405,-0.168228,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sharika El Djazairia El Omania lil Asmida S.p.A.,Suhail Bahwan Group (Holding) L.L.C. [51%],Sonatrach S.p.A. [49%],<null>,<null>,Oran,1460000,
65,DZA054,<null>,Algeria,Mers El Hadjadj,Mineral Processing Plants,Fertilizer,Nitrogen,Urea,N,Y,2018,Metric tons,<null>,Construction,Under construction.,<null>,Mers El Hadjadj,35.79405,-0.168228,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sharika El Djazairia El Omania lil Asmida S.p.A.,Suhail Bahwan Group (Holding) L.L.C. [51%],Sonatrach S.p.A. [49%],<null>,<null>,Oran,2555000,
66,DZA055,DZA55,Algeria,Mine at Adjerda,Mines and Quarries,Industrial,Clay,Kaolin,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,"Chekfa, Jijel Province",36.768931,5.987387,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",SARL Faïenceries Algériennes,<null>,<null>,<null>,<null>,Jijel,95000,
67,DZA056,DZA56,Algeria,Mine at Ain Barbar,Mines and Quarries,Industrial,Feldspar,<null>,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Annaba Province,37.042131,7.358507,A,Google Earth-116,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",La Société des Feldspaths d'Algérie (SOFELD),"Entreprise des Nationale des Produits Miniers Non Ferreux et des Substances Utiles, S.p.A. (ENOF) [57%]",Entreprise de la Céramique Ouest [43%],<null>,<null>,Annaba,200000,
68,DZA057,DZA57,Algeria,Mine at Beni Saf,Mines and Quarries,Industrial,Pumice,Pozzolan,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Ain Temouchent Province,35.297625,-1.335267,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Entreprise Nationale de Fer et de Phosphate,Ferphos Group S.p.A. [100%],<null>,<null>,<null>,Aïn Témouchent,600000,
69,DZA058,DZA58,Algeria,"Mine at Bouaita, M'Kira",Mines and Quarries,Industrial,Feldspar,<null>,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Tizi Ouzou Province,36.633208,3.799928,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tufeal SARL,<null>,<null>,<null>,<null>,Tizi Ouzou,83000,
70,DZA059,DZA59,Algeria,Mine at Chaabet Abou Fares,Mines and Quarries,Industrial,Barite,<null>,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Sidi Ghiles,36.570899,2.110073,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Baryte SARL (SOBAR),<null>,<null>,<null>,<null>,Tipaza,7000,
71,DZA060,DZA60,Algeria,Mine at Djebel Onk (Djemidjema and Kef Essenoun),Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Tebessa Province,34.704532,8.004847,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Mines de Phosphates S.p.A. (SOMIPHOS),Ferphos Group S.p.A. [100%],<null>,<null>,<null>,Tébessa,1600000,
72,DZA061,DZA61,Algeria,Mine at Djebel Taioualet,Mines and Quarries,Industrial,Dolomite,<null>,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Oum El Bouaghi Province,36.075178,6.412907,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Algérienne des Granulats S.p.A. (ALGRAN),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Oum el Bouaghi,8000,
73,DZA062,DZA62,Algeria,Mine at El Outaya,Mines and Quarries,Industrial,Salt,"Crude, rock",N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Biskra Province,35.027506,5.603079,A,Google Earth-4,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Enterprise Nationale d'Exploitation des Carrières de Sels,Industriels et Domestiques et Commercialisation des Sels (ENASEL) S.p.A. [100%],<null>,<null>,<null>,Biskra,30000,
74,DZA063,DZA63,Algeria,Mine at Hammam Boughrara,Mines and Quarries,Industrial,Clay,Bentonite,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Tlemcen Province,34.9055,-1.678816,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Bentonites d'Algérie S.p.A. (BENTAL),Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF) [100%],<null>,<null>,<null>,Tlemcen,18000,
75,DZA064,DZA64,Algeria,Mine at Mechtat Chaaba El Hamra,Mines and Quarries,Metal,Zinc,Zinc ore,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Mechtat Chaaba El Hamra,35.925794,0.865133,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Entreprise Nationale des Produits Miniers Non Ferreux et des Substances Utiles S.p.A. (ENOF),<null>,<null>,<null>,<null>,Relizane,10000,
76,DZA065,DZA65,Algeria,Mine at Rokbet El Haci,Mines and Quarries,Industrial,Pumice,Pozzolan,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Rockbet El Hassi,35.283056,-1.406944,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Pouzzolanes et des Matériaux de Construction S.p.A.,<null>,<null>,<null>,<null>,Aïn Témouchent,452000,
77,DZA066,DZA66,Algeria,Mines at Ain Temochent,Mines and Quarries,Industrial,Stone,Tuff,N,N,2018,Metric tons,c,Assumed Active,"Capacity is a combination of mines at Ain Temouhent, Tipaza, and Tiaret.","DZA074, DZA075",Ain Temochent,35.356257,-1.118888,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Algeria Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Six public sector units and 59 private units,<null>,<null>,<null>,<null>,Aïn Témouchent,2500000,
